uid,name,organization_id,organization_id_source
http://dx.doi.org/10.13039/100008582,McGill University,http://dx.doi.org/10.13039/100008582,FUNDREF
61856,Xerox Palo Alto Research Center,61856,RINGGOLD
52869,École Nationale Supérieure des Mines,52869,RINGGOLD
https://ror.org/02e7b5302,Nanyang Technological University,https://ror.org/02e7b5302,ROR
https://ror.org/01hz4v948,National Institute of Technology Karnataka,https://ror.org/01hz4v948,ROR
https://ror.org/00z3td547,Northwest University,https://ror.org/00z3td547,ROR
https://ror.org/04f49ff35,National Center for Nanoscience and Technology,https://ror.org/04f49ff35,ROR
https://ror.org/05bhmhz54,Yangtze University,https://ror.org/05bhmhz54,ROR
https://ror.org/03a60m280,Hubei University,https://ror.org/03a60m280,ROR
https://ror.org/00h52n341,Changchun Institute of Applied Chemistry,https://ror.org/00h52n341,ROR
https://ror.org/01vy4gh70,Shenzhen University,https://ror.org/01vy4gh70,ROR
https://ror.org/049tv2d57,Southern University of Science and Technology,https://ror.org/049tv2d57,ROR
3169,Eindhoven University of Technology,3169,RINGGOLD
433f41a7,University of Basel,433f41a7,sha256
8c3e9616,Universidade Federal do Pampa,8c3e9616,sha256
http://dx.doi.org/10.13039/501100003500,Università degli Studi di Padova,http://dx.doi.org/10.13039/501100003500,FUNDREF
http://dx.doi.org/10.13039/501100005699,Università degli Studi del Piemonte Orientale,http://dx.doi.org/10.13039/501100005699,FUNDREF
60252,Università degli Studi del Piemonte Orientale Amedeo Avogadro Scuola di Medicina,60252,RINGGOLD
b0f97be7,"Universita' degli Studi del Piemonte Orientale ""A.Avogadro""",b0f97be7,sha256
370891,Universita degli Studi del Piemonte Orientale Amedeo Avogadro Dipartimento di Medicina Traslazionale,370891,RINGGOLD
9370,Università degli Studi di Parma,9370,RINGGOLD
https://ror.org/01n6r0e97,Leibniz Association,https://ror.org/01n6r0e97,ROR
grid.10420.37,University of Vienna,grid.10420.37,GRID
grid.417778.a,Fondazione Santa Lucia,grid.417778.a,GRID
2591,University of Essex,2591,RINGGOLD
https://ror.org/01111rn36,University of Bologna,https://ror.org/01111rn36,ROR
201782,Universita degli Studi di Bologna,201782,RINGGOLD
a02d1433,Catholic University of Eichstätt-Ingolstadt,a02d1433,sha256
1506,Bangor University,1506,RINGGOLD
439538e7,Centre for studies and research in Cognitive Neuroscience,439538e7,sha256
grid.6292.f,University of Bologna,grid.6292.f,GRID
https://ror.org/01skt4w74,Beijing Institute of Technology,https://ror.org/01skt4w74,ROR
52151,Nathan S Kline Institute,52151,RINGGOLD
https://ror.org/041zkgm14,University of Ferrara,https://ror.org/041zkgm14,ROR
224943,Università degli Studi di Ferrara,224943,RINGGOLD
grid.257410.5,Indiana University,grid.257410.5,GRID
311816,University of Minnesota ,311816,RINGGOLD
de7d5a3b,National Institutes of Health,de7d5a3b,sha256
12388,Guangxi Normal University,12388,RINGGOLD
http://dx.doi.org/10.13039/501100002353,"Alexandria Faculty of Medicine, Alexandria University",http://dx.doi.org/10.13039/501100002353,FUNDREF
14771,College of Staten Island,14771,RINGGOLD
2498,Edith Cowan University,2498,RINGGOLD
0c7cb882,University of Jyväskylä,0c7cb882,sha256
9ccf8474,Creighton University,9ccf8474,sha256
https://ror.org/044ntvm43,Montefiore Medical Center,https://ror.org/044ntvm43,ROR
http://dx.doi.org/10.13039/100004870,Research Foundation of The City University of New York,http://dx.doi.org/10.13039/100004870,FUNDREF
grid.9681.6,University of Jyväskylä,grid.9681.6,GRID
grid.254748.8,Creighton University,grid.254748.8,GRID
https://ror.org/023qavy03,Baruch College,https://ror.org/023qavy03,ROR
http://dx.doi.org/10.13039/100006462,City University of New York,http://dx.doi.org/10.13039/100006462,FUNDREF
cb2bde27,Institute of Physics Belgrade,cb2bde27,sha256
https://ror.org/02y3ad647,University of Florida,https://ror.org/02y3ad647,ROR
2a90840f,Leibniz Universität Hannover,2a90840f,sha256
fa935a22,National Board of Health,fa935a22,sha256
36605b6f, European Association of Neurosurgical Societies,36605b6f,sha256
62da7db8,Aarhus University,62da7db8,sha256
60c88517,Aarhus University/Aarhus University Hospital,60c88517,sha256
f5b92f58,Aarhus University Hospital,f5b92f58,sha256
e00ccf76,Aalborg University Hospital,e00ccf76,sha256
a6498e89,Aarhus University and University of Southern Denmark,a6498e89,sha256
25815,Loyola University Medical Center,25815,RINGGOLD
1006,Aarhus Universitet,1006,RINGGOLD
3653,University of Guelph,3653,RINGGOLD
https://ror.org/01643wd06,Institute for Globally Distributed Open Research and Education,https://ror.org/01643wd06,ROR
grid.7048.b,Aarhus University,grid.7048.b,GRID
grid.5611.3,University of Verona,grid.5611.3,GRID
grid.418924.2,European Molecular Biology Laboratory,grid.418924.2,GRID
68574, Institute of Cytology and Genetics SB RAS,68574,RINGGOLD
grid.418953.2,Institute of Cytology and Genetics,grid.418953.2,GRID
44f598e5,Institute of Cytology and Genetics,44f598e5,sha256
34995,Pohang University of Science and Technology,34995,RINGGOLD
f37cf319,Samsung Electronics,f37cf319,sha256
34967,Kookmin University,34967,RINGGOLD
65665,Samsung Electronics,65665,RINGGOLD
31750,Harvey Mudd College,31750,RINGGOLD
https://ror.org/02kkvpp62,Technical University of Munich,https://ror.org/02kkvpp62,ROR
https://ror.org/02h1nk258,Max Planck Institute for Brain Research,https://ror.org/02h1nk258,ROR
https://ror.org/024mw5h28,University of Chicago,https://ror.org/024mw5h28,ROR
grid.419543.e,Istituto Neurologico Mediterraneo,grid.419543.e,GRID
175050,Università degli Studi di Roma Tor Vergata Dipartimento di Medicina dei Sistemi,175050,RINGGOLD
https://ror.org/04q0nep37,UniNettuno University,https://ror.org/04q0nep37,ROR
9ebdd773,IRCCS NEUROMED ,9ebdd773,sha256
4967aeef,"Università degli Studi ""Tor Vergata"". Dipartimento di Medicina dei Sistemi, Laboratorio di Neurologia Sperimentale,",4967aeef,sha256
grid.419025.b,Kyoto Institute of Technology,grid.419025.b,GRID
29638,University of Pune,29638,RINGGOLD
339660,Kaisei Academy,339660,RINGGOLD
1c19e48b,Benemerita Universidad Autonoma de Puebla,1c19e48b,sha256
20bb3cab,University of Aberdeen,20bb3cab,sha256
93760,University of Otago Division of Health Sciences,93760,RINGGOLD
6558,Temple University,6558,RINGGOLD
6c0ffdd3,Alien Therapeutics Inc.,6c0ffdd3,sha256
https://ror.org/031q21x57,University of Wisconsin–Milwaukee,https://ror.org/031q21x57,ROR
f18b19c4,Columbia University / Howard Hughes Medical Institute,f18b19c4,sha256
http://dx.doi.org/10.13039/501100005413,Université Paris Descartes,http://dx.doi.org/10.13039/501100005413,FUNDREF
433072,Centro Interdisciplinario De Neurociencia De Valparaíso,433072,RINGGOLD
grid.462192.a,Institut du Fer à Moulin,grid.462192.a,GRID
grid.508487.6,University of Paris,grid.508487.6,GRID
151046,HES-SO Valais-Wallis Haute Ecole de Santé,151046,RINGGOLD
a3bd62f5,2o Geniko Lykeio Katerinis,a3bd62f5,sha256
0f72cffc,Mindmaze SA,0f72cffc,sha256
505634,Wyss Center pour la Bio et Neuroingénierie,505634,RINGGOLD
adedd555,Institute of Informatics and Telematics,adedd555,sha256
grid.411656.1,University Hospital of Bern,grid.411656.1,GRID
27230,Hôpitaux Universitaires de Genève,27230,RINGGOLD
27252,Inselspital Universitätsspital,27252,RINGGOLD
e8a65a9c,Tiefenauspital,e8a65a9c,sha256
grid.9764.c,Kiel University,grid.9764.c,GRID
9179,Christian Albrechts Universitat zu Kiel,9179,RINGGOLD
4512,University of Lethbridge,4512,RINGGOLD
12297,NYU Langone Health,12297,RINGGOLD
8205,University of Victoria,8205,RINGGOLD
7512,Memorial University of Newfoundland,7512,RINGGOLD
http://dx.doi.org/10.13039/100012161,"Faculty of Medicine, University of British Columbia",http://dx.doi.org/10.13039/100012161,FUNDREF
12358,Island Medical Program,12358,RINGGOLD
9177,Medizinische Hochschule Hannover,9177,RINGGOLD
89224,Institut Teknologi Bandung,89224,RINGGOLD
64733,Universitas Indonesia,64733,RINGGOLD
37734,Universitätsklinikum Hamburg-Eppendorf,37734,RINGGOLD
279044c9,J.W.Goethe University,279044c9,sha256
f9d84c5c,Comenius University,f9d84c5c,sha256
7788,Macquarie University,7788,RINGGOLD
1cfd1773,Macquarie University,1cfd1773,sha256
912bc89b,Medical University Hannover,912bc89b,sha256
1c285a12,University of Hamburg (University Clinics Hamburg-Eppendorf),1c285a12,sha256
866731da,Walden Institute of Behavioral and Social Sciences,866731da,sha256
grid.7841.a,Sapienza University of Rome,grid.7841.a,GRID
9362,Fondazione Santa Lucia Istituto di Ricovero e Cura a Carattere Scientifico,9362,RINGGOLD
c97f1cfc,University of Rome- Sapienza ,c97f1cfc,sha256
528488,Saint Camillus International University of Health Sciences,528488,RINGGOLD
18518,IRCCS Centro S Giovanni di Dio Fatebenefratelli,18518,RINGGOLD
9299,Università degli Studi di Ferrara,9299,RINGGOLD
18025,Istituto Nazionale per la Valutazione del Sistema Educativo di Istruzione e di Formazione,18025,RINGGOLD
c30f133a,Acorn Computers Ltd,c30f133a,sha256
3fa01c48,Stockholm university,3fa01c48,sha256
656c05fc,"Computer Science and Communication, KTH",656c05fc,sha256
grid.411781.a,Istanbul Medipol University,grid.411781.a,GRID
grid.260896.3,New Jersey Institute of Technology,grid.260896.3,GRID
grid.488405.5,Biruni University,grid.488405.5,GRID
100642,Netherlands Institute for Multiparty Democracy,100642,RINGGOLD
https://ror.org/00hswnk62,Queen's University Belfast,https://ror.org/00hswnk62,ROR
6fbf2732,Pablo de Olavide University,6fbf2732,sha256
37707,The University of Sydney,37707,RINGGOLD
https://ror.org/0192m2k53,University of Salerno,https://ror.org/0192m2k53,ROR
111f0640,University of Wuerzburg,111f0640,sha256
54a81dd6,University of Tuebingen,54a81dd6,sha256
70a93fc0,MAGMA AGRO S.A. ,70a93fc0,sha256
https://ror.org/01zwmgk08,Leibniz Institute for Neurobiology,https://ror.org/01zwmgk08,ROR
https://ror.org/03ap2av50,Max Planck Institute of Neurobiology,https://ror.org/03ap2av50,ROR
grid.8379.5,University of Würzburg,grid.8379.5,GRID
98560,Novartis Institutes for BioMedical Research Basel,98560,RINGGOLD
f9c79eca,Queens University Belfast,f9c79eca,sha256
7f598dc2,Ulster University,7f598dc2,sha256
2596,University of Ulster,2596,RINGGOLD
6106,University of East Anglia,6106,RINGGOLD
31f5a9b9,International Clinical Research Center of St. Anne's University Hospital (FNUSA-ICRC),31f5a9b9,sha256
6f46d488,Ernst Strüngmann Institute (ESI) for Neuroscience,6f46d488,sha256
http://dx.doi.org/10.13039/501100007837,Universität Bremen,http://dx.doi.org/10.13039/501100007837,FUNDREF
68143,Leibniz-Zentrum für Marine Tropenforschung (ZMT) GmbH,68143,RINGGOLD
grid.461715.0,Ernst Strüngmann Institute for Neuroscience,grid.461715.0,GRID
6b239711,"Brain Research Institute, University of Zurich",6b239711,sha256
b96affc0,Charite Universitatsmedizin Berlin,b96affc0,sha256
http://dx.doi.org/10.13039/501100000995,Australian National University,http://dx.doi.org/10.13039/501100000995,FUNDREF
8491,Victoria University of Wellington,8491,RINGGOLD
2a030724,University of Otago,2a030724,sha256
https://ror.org/01jmxt844,University of Otago,https://ror.org/01jmxt844,ROR
2495,University of Otago,2495,RINGGOLD
grid.414125.7,Bambino Gesù Children's Hospital,grid.414125.7,GRID
195097,NICHD Program in Developmental Neuroscience,195097,RINGGOLD
grid.5675.1,Technische Universität Dortmund,grid.5675.1,GRID
64a2e29b,"Institute of Neuroinformatics, University of Zurich and ETH Zurich",64a2e29b,sha256
3111,Università degli Studi di Cagliari,3111,RINGGOLD
357405,Università degli Studi di Pisa,357405,RINGGOLD
18251,Istituto Nazionale di Fisica Nucleare,18251,RINGGOLD
4f75262b,Atmel Roma Design Center,4f75262b,sha256
5f7a8338,IPITEC,5f7a8338,sha256
35e9e833,The University of Electro-Communications,35e9e833,sha256
http://dx.doi.org/10.13039/100013107,RIKEN Brain Science Institute,http://dx.doi.org/10.13039/100013107,FUNDREF
grid.19477.3c,Norwegian University of Life Sciences,grid.19477.3c,GRID
grid.5037.1,KTH Royal Institute of Technology,grid.5037.1,GRID
505887,Bernstein Center Freiburg,505887,RINGGOLD
28333,Deutsches Krebsforschungszentrum,28333,RINGGOLD
30489,Swiss Institute of Bioinformatics,30489,RINGGOLD
66912,Superior University,66912,RINGGOLD
119728,National University of Computer and Emerging Sciences,119728,RINGGOLD
grid.26999.3d,University of Tokyo,grid.26999.3d,GRID
grid.258799.8,Kyoto University,grid.258799.8,GRID
http://dx.doi.org/10.13039/501100000883,University of Bristol,http://dx.doi.org/10.13039/501100000883,FUNDREF
24f20c1a,Universidad Estatal de Nizhniy Novgorod,24f20c1a,sha256
170631,Universidad Politécnica de Madrid Facultad de Informática,170631,RINGGOLD
5596,Ecole Polytechnique de Montréal,5596,RINGGOLD
grid.462494.9,Institut de Neurosciences des Systèmes,grid.462494.9,GRID
74048,Riken Nokagaku Sogo Kenkyu Center,74048,RINGGOLD
http://dx.doi.org/10.13039/501100020971,"Faculté de Médecine, Université de Genève",http://dx.doi.org/10.13039/501100020971,FUNDREF
91322,ENS Rennes,91322,RINGGOLD
291299,Supelec,291299,RINGGOLD
359044,Ecole Normale Supérieure,359044,RINGGOLD
a65ee116,Universidad de Buenos Aires,a65ee116,sha256
89165,Institut du cerveau et de la moelle épinière,89165,RINGGOLD
62933,Instituto de Investigaciones en Ingeniería Genética y Biología Molecular,62933,RINGGOLD
edffb0f9,ICM - Institut du Cerveau et de la Moelle épinière ,edffb0f9,sha256
9b2c7c12,Escola Paulista de Medicina/Universidade Federal de São Paulo,9b2c7c12,sha256
67736,Faculdade de Medicina de São José do Rio Preto,67736,RINGGOLD
74348,Universidade Federal do Triângulo Mineiro,74348,RINGGOLD
grid.425274.2,Institut du Cerveau,grid.425274.2,GRID
12304,Case Western Reserve University School of Medicine,12304,RINGGOLD
edb6940d,University of Leipzig,edb6940d,sha256
b1b278d3,"Kitware, Inc.",b1b278d3,sha256
5f02c648,D'Or Institute for Research and Education,5f02c648,sha256
grid.8536.8,Federal University of Rio de Janeiro,grid.8536.8,GRID
37871,Universidade Federal do Pará,37871,RINGGOLD
3688,Dalhousie University,3688,RINGGOLD
4921,University of Westminster,4921,RINGGOLD
162d3da3,RIKEN Center for Brain Science,162d3da3,sha256
http://dx.doi.org/10.13039/501100006559,University of Tsukuba,http://dx.doi.org/10.13039/501100006559,FUNDREF
http://dx.doi.org/10.13039/100008702,Kagoshima University,http://dx.doi.org/10.13039/100008702,FUNDREF
ab92f1d6,"CNRS U8002,  Integrative Neuroscience and Cognition Center, Saints-Pères",ab92f1d6,sha256
grid.463947.b,"CNRS U8119, Centre de Neurophysique Physiologie et Pathologie",grid.463947.b,GRID
4f57a897,Institut du cerveau et de la moelle épinière ICM,4f57a897,sha256
27047,Université d'Orléans,27047,RINGGOLD
26933,Hôpital Universitaire Pitié Salpêtrière,26933,RINGGOLD
21356,Gothenburg University,21356,RINGGOLD
59592,Uppsala Universitet Medicinska fakulteten,59592,RINGGOLD
384249,ÜberResearch GmbH,384249,RINGGOLD
491a1c3e,"Science Media Centre, UK",491a1c3e,sha256
39062,Universitätsklinikum Bonn,39062,RINGGOLD
84897,University College Utrecht,84897,RINGGOLD
585115,United World College Red Cross Nordic,585115,RINGGOLD
b1da424e,Sensae,b1da424e,sha256
ea53f6f3,Cyborg Nest ,ea53f6f3,sha256
c84d2c15,University Of Strathclyde,c84d2c15,sha256
9af9d1c6,CoMind Technologies,9af9d1c6,sha256
grid.6582.9,University of Ulm,grid.6582.9,GRID
54582,Sveučilište u Zagrebu Filozofski fakultet,54582,RINGGOLD
186607,Sveučilište u Rijeci Filozofski Fakultet,186607,RINGGOLD
14b24f2f,Sveučilište u Rijeci Filozofski Fakultet,14b24f2f,sha256
020833eb,Sechenov Institute of Evolutionary Physiology and Biochemistry of the Russian Academy of Sciences (IEPhB RAS),020833eb,sha256
172280,Nordic Institute for Theoretical Physics,172280,RINGGOLD
61461,University of Cambridge Trinity College,61461,RINGGOLD
http://dx.doi.org/10.13039/501100007937,Peking University,http://dx.doi.org/10.13039/501100007937,FUNDREF
a230639b,"University of California, San Francisco",a230639b,sha256
173567,Université Montpellier Faculté des Sciences de Montpellier,173567,RINGGOLD
442270,Université de Toulon UFR Sciences et Techniques,442270,RINGGOLD
226358,Grenoble Institut des Neurosciences,226358,RINGGOLD
111107,College de France Centre interdisciplinaire de recherche en biologie,111107,RINGGOLD
80081942,Institut de Biologie Collège de France,80081942,sha256
ca68e84f,The Japanese Society of Internal Medicine,ca68e84f,sha256
ee27834f,Japanese Society of Neurology,ee27834f,sha256
grid.255178.c,Doshisha University,grid.255178.c,GRID
grid.185448.4,"Agency for Science, Technology and Research",grid.185448.4,GRID
ab7f45be,Institute of Molecular Pathology,ab7f45be,sha256
112482,Ivane Javakhishvili Tbilisi State University,112482,RINGGOLD
88293fa6,Tsinghua University,88293fa6,sha256
145751,Fudan University Institutes of Brain Science,145751,RINGGOLD
http://dx.doi.org/10.13039/501100005242,Université de Montréal,http://dx.doi.org/10.13039/501100005242,FUNDREF
http://dx.doi.org/10.13039/501100010778,Centre de recherche du CHU Sainte-Justine,http://dx.doi.org/10.13039/501100010778,FUNDREF
98853,Universita degli Studi di Milano Dipartimento di Bioscienze,98853,RINGGOLD
https://ror.org/01rxvg760,Nanjing University,https://ror.org/01rxvg760,ROR
https://ror.org/035z6xf33,Oklahoma Medical Research Foundation,https://ror.org/035z6xf33,ROR
749651d4,Fudan University,749651d4,sha256
e468d8fd,Hostra University,e468d8fd,sha256
4b3f799b,Neurithmic Systems LLC,4b3f799b,sha256
3489,World Health Organization,3489,RINGGOLD
http://dx.doi.org/10.13039/501100006389,Université de Genève,http://dx.doi.org/10.13039/501100006389,FUNDREF
grid.263145.7,Sant'Anna School of Advanced Studies,grid.263145.7,GRID
http://dx.doi.org/10.13039/100013113,"Stanley Center for Psychiatric Research, Broad Institute",http://dx.doi.org/10.13039/100013113,FUNDREF
https://ror.org/03v76x132,Yale University,https://ror.org/03v76x132,ROR
b67b7b7b,The University of Texas Medical Branch,b67b7b7b,sha256
5ad74503,St. Olaf College,5ad74503,sha256
9be4ab88,Emmanuel College,9be4ab88,sha256
7698269a,Newcastle University,7698269a,sha256
d0931d82,"Christ's College, University of Cambridge",d0931d82,sha256
